#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.10   0.0216   20   27.2397   1119.2236   240.7310   3.4964   12.2038  373.9074724053141
#--- new collection started at 14:51:14---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:53:21---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.10   0.0300   16   31.7518   109.8298   230.3170   16.3639   37.7176  418.02853092577726
FM   3.10   0.0300   17   16.4307   265.8553   224.5167   12.3375   26.6434  418.0660216042625
FM   3.10   0.0300   19   22.1817   570.5185   213.2666   4.4302   14.4277  418.1359830341689
#--- new collection started at 14:56:15---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.10   0.0344   15   50.1190   247.4229   224.8680   20.9796   52.5578  435.42968486963116
FM   3.10   0.0344   16   33.8262   93.6567   218.7543   16.8256   38.3712  435.46973213287725
FM   3.10   0.0344   17   17.0052   67.3967   212.5329   12.5221   25.2833  435.50795441812375
FM   3.10   0.0344   18   9.1857   213.6644   206.5029   8.4495   16.8963  435.54446465754654
FM   3.10   0.0344   19   21.2381   359.4750   201.0323   4.5179   14.4831  435.5793516421316
#--- new collection started at 14:58:56---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.10   0.0400   14   62.3963   573.7520   214.6856   24.2530   62.8343  458.02140341756365
FM   3.10   0.0400   15   44.5960   412.7917   207.6600   19.6206   49.6103  458.0630764677453
FM   3.10   0.0400   16   27.6122   257.5682   201.0030   15.1436   36.0011  458.10290812835797
FM   3.10   0.0400   17   11.7750   105.5936   194.4514   10.7095   20.7347  458.14096383133875
FM   3.10   0.0400   18   14.2224   51.2463   188.1098   6.2431   15.6667  458.1773444987136
#--- new collection started at 15:02:02---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.10   0.0450   13   67.4694   743.9457   207.2586   25.5943   66.5982  470.7461689824744
FM   3.10   0.0450   14   48.9470   582.2206   199.8336   20.7557   53.0987  470.7877571697121
FM   3.10   0.0450   15   30.0511   416.2500   192.5076   15.8166   38.4252  470.82756388479515
FM   3.10   0.0450   16   14.6303   274.9017   186.0955   11.5254   24.3714  470.86567388183545
FM   3.10   0.0450   17   12.3669   115.8290   179.1861   6.7302   16.4163  470.9021342220807
#--- new collection started at 15:05:01---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.10   0.0500   13   64.6567   844.3580   196.9177   24.9953   64.7915  484.4114301086716
FM   3.10   0.0500   14   46.5214   685.4168   189.4915   20.0956   51.2861  484.4520859109662
FM   3.10   0.0500   15   27.4872   526.0275   181.9993   15.1212   36.3939  484.49108054580694
FM   3.10   0.0500   16   11.1610   376.9029   175.1264   10.4555   20.6608  484.52845683060127
FM   3.10   0.0500   17   15.3736   225.4780   168.4583   5.7571   16.0568  484.5642825652862
#--- new collection started at 15:07:40---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.10   0.0600   12   72.9018   1150.3985   182.4893   27.5814   71.0197  509.88142284534166
FM   3.10   0.0600   13   54.4715   998.0213   174.5427   22.4895   57.5087  509.9214470060256
FM   3.10   0.0600   14   35.8850   845.9115   166.9512   17.4378   43.2969  509.95997406890115
FM   3.10   0.0600   15   17.1243   691.9073   159.3422   12.2874   27.1183  509.9970343823426
FM   3.10   0.0600   16   10.4799   543.0440   152.2825   7.3361   16.6569  510.0326765211617
#--- new collection started at 15:10:31---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.10   0.0700   11   81.4331   1392.9863   172.5394   30.3050   77.2327  522.8189978211254
FM   3.10   0.0700   12   63.1100   1245.0029   164.4749   25.1323   63.9815  522.8572778385205
FM   3.10   0.0700   13   44.4092   1100.3156   156.5911   20.0176   50.1449  522.8943065309529
FM   3.10   0.0700   14   25.4385   950.6315   148.9517   14.8015   34.8929  522.9300917456399
FM   3.10   0.0700   15   9.7153   806.0585   141.5617   9.7038   18.6665  522.9646496036457
#--- new collection started at 15:12:48---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.10   0.0800   10   85.4431   1588.7188   161.2153   31.9403   80.2496  533.5223127723876
FM   3.10   0.0800   11   68.2023   1453.9325   153.1186   26.8993   67.7316  533.5582673684894
FM   3.10   0.0800   12   50.1960   1315.2141   145.5498   21.8451   54.5482  533.5932386237298
FM   3.10   0.0800   13   30.9223   1170.4071   137.4823   16.4648   39.5247  533.627194061791
FM   3.10   0.0800   14   12.4815   1029.2337   129.8791   11.2273   22.4899  533.6601315117396
#--- new collection started at 15:15:16---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.10   0.0900   9   80.0693   1715.7564   144.3844   30.8312   76.2883  508.2629052633096
FM   3.10   0.0900   10   62.3205   1582.4574   136.5081   25.6819   63.5510  508.2952149534865
FM   3.10   0.0900   11   42.6976   1443.4360   128.5294   20.3114   49.3054  508.32685559751525
FM   3.10   0.0900   12   22.6480   1298.3433   120.4593   14.7082   32.9992  508.357779109082
#--- new collection started at 15:17:48---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:20:02---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:22:03---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:23:46---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:25:50---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.10   0.1400   1   81.2868   1813.1683   135.5135   31.0224   76.2373  338.9973478662004
FM   3.10   0.1400   3   85.1228   1825.5916   136.0224   31.4528   77.7592  339.0242639491847
FM   3.10   0.1400   6   9.7073   1302.1432   106.2220   10.7625   19.4068  339.0675129770802
#--- new collection started at 15:28:02---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:07:37---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:09:17---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:10:49---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:12:30---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:13:41---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:14:50---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:16:16---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:17:45---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:19:32---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:21:45---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:24:30---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:26:35---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:27:52---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:30:09---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:33:02---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:35:20---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:37:49---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:40:10---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:43:12---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:45:53---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:48:37---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:51:19---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.20   0.0247   21   30.6290   1129.8512   232.4827   1.1454   4.3912  354.49954328016224
#--- new collection started at 14:53:36---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.20   0.0300   18   9.6903   580.1628   222.3330   6.7290   15.5022  379.9952704211369
FM   3.20   0.0300   20   36.5923   861.5483   212.2809   0.6211   2.4340  380.05846549516207
#--- new collection started at 14:56:32---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.20   0.0344   15   33.4061   50.7565   222.3059   15.3234   33.5023  395.5732739914131
#--- new collection started at 14:59:04---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.20   0.0400   13   64.4469   464.8029   218.8743   23.3130   61.4144  415.6653687900091
FM   3.20   0.0400   15   29.6158   141.6032   205.6357   14.2946   34.5879  415.7435447615664
FM   3.20   0.0400   16   14.7540   11.4274   199.6386   10.1878   15.4768  415.78009509383634
FM   3.20   0.0400   17   10.5532   150.8271   193.8338   6.0749   14.7515  415.8150485569032
#--- new collection started at 15:02:09---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.20   0.0450   13   64.5864   597.3564   209.8085   23.4990   62.0362  427.3937149976574
FM   3.20   0.0450   14   48.5387   447.1131   203.4385   19.1797   50.0673  427.4333227154838
FM   3.20   0.0450   15   30.2291   285.0986   196.3763   14.4337   36.0481  427.47123514377995
FM   3.20   0.0450   17   11.1502   16.4476   183.9983   5.7747   12.1548  427.542321614836
#--- new collection started at 15:05:07---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.20   0.0500   13   61.0582   689.8001   198.9295   22.5433   59.5119  439.06226124266095
FM   3.20   0.0500   14   43.2300   532.8835   191.7937   17.7978   46.2912  439.10097744271235
FM   3.20   0.0500   15   26.0589   383.3316   185.2765   13.3073   32.9145  439.1381230385421
FM   3.20   0.0500   16   10.7938   233.4557   178.5644   8.7177   18.4129  439.1737507332246
FM   3.20   0.0500   17   15.1226   90.4114   172.4676   4.3812   12.8520  439.20791763457044
#--- new collection started at 15:07:43---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.20   0.0600   11   66.4417   974.5780   183.1089   24.1598   63.5635  461.45490975188653
FM   3.20   0.0600   12   47.4165   814.6577   175.1033   18.9347   49.4798  461.4926268149545
FM   3.20   0.0600   13   28.2351   660.2353   167.6422   13.9039   34.8376  461.52894138312337
FM   3.20   0.0600   14   11.4673   511.0880   160.7739   9.0865   19.4710  461.5638879052779
FM   3.20   0.0600   15   14.4976   368.9860   154.1927   4.4434   13.1915  461.5975133597258
#--- new collection started at 15:10:38---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.20   0.0700   11   78.9046   1254.9518   174.5346   27.8298   72.5524  473.7280839421715
FM   3.20   0.0700   12   60.1125   1103.5884   166.3776   22.6066   59.0085  473.76455984947864
FM   3.20   0.0700   13   40.1250   946.5667   158.3047   17.2248   44.2716  473.7998379845246
FM   3.20   0.0700   14   22.9424   807.6660   151.3792   12.4694   30.3887  473.833949194265
FM   3.20   0.0700   15   8.5981   657.9262   144.2048   7.3711   15.3596  473.866882792412
#--- new collection started at 15:12:50---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.20   0.0800   12   68.4344   1346.9820   156.4768   25.3488   65.3646  482.5912727711842
FM   3.20   0.0800   13   50.2604   1205.4910   148.9867   20.3072   52.1638  482.6249827336666
FM   3.20   0.0800   14   31.6490   1062.5605   141.4165   15.1581   37.8859  482.6577127009258
FM   3.20   0.0800   15   14.3553   922.6102   134.2182   10.1190   22.5964  482.68946970122073
#--- new collection started at 15:15:21---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.20   0.0900   9   80.7908   1620.0700   147.6710   29.3721   74.3320  459.4523705308321
FM   3.20   0.0900   10   62.4811   1479.4856   139.6136   24.0595   61.1555  459.48344695522064
FM   3.20   0.0900   11   42.8303   1333.3595   131.5713   18.5609   46.7426  459.513890692913
FM   3.20   0.0900   12   24.1279   1192.8393   124.1979   13.3120   31.8837  459.54365069643296
#--- new collection started at 15:18:04---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.20   0.1000   11   39.7077   1472.0210   118.1944   18.2061   44.8175  438.7969515513146
FM   3.20   0.1000   12   21.1869   1332.8558   110.7210   12.7860   29.5876  438.82367707820083
#--- new collection started at 15:20:05---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:22:03---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:23:46---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:25:50---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:28:08---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:07:37---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:09:17---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:10:52---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:12:30---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:13:41---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:14:52---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:16:19---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:17:54---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:19:40---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:21:47---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:24:38---
